Ligne,Traduction,Espaces placés au début,Révision 2022 (pour référence)
15845,"Quant à la Magie runique qu'utilisait Tōko, elle n'avait qu'une vingtaine<r>d'années.",,Pour forcer le retour à la ligne
15867,se tenait au milieu des restes encore fumants du “monstre de contes de fées”.,,
15931,,1,
15956,"Nous étions les seules à avoir le privilège de connaître tous ses aspects, mais puisque Tōko le connaît depuis longtemps, elle n'a pas besoin de<r>l'analyser...",,Pour forcer le retour à la ligne
16011,"Fondamentalement, elle percevait chaque humain comme une<r>“menace”.",,Pour forcer le retour à la ligne
16149,Que s'est-il passé hier<r>soir ?」,,
16152,"Il m'a mordue à la gorge, mâchée sur tout le corps, et en plus, il paraît que mon fémur droit avait disparu.",,喉に食い付かれる、体中好き放題噛まれまくる、あげくに右の腿なんてなくなってたそうよ。
16160,"Dans les deux cas, il s'agissait de la manifestation de sentiments<r>humains.",,
16167,"「Et Tōko alors ! Comment a-t-elle réussi à apprivoiser un monstre<r>pareil ? Un loup doré, je croyais que ça n'existait que dans les légendes.",,
16168,"...... On ne peut pas s'opposer à lui, un Mystère de l'Âge des Dieux, sans l'aide d'une Magie plusieurs fois millénaire. Mais dans le même temps, on n'a aucune chance de le battre à coups de poing......」",,……神代の神秘であるあいつには千年クラスの魔術じゃないと太刀打ちできない。かといって殴り合いでどうにかできる相手じゃないし……」
16192,"comment peut-il traiter le corps d'une femme d'une telle façon, ce gamin―――Hein ?」",,人の体を何だと思っているのかしらね、あのお子さ―――なぬ？」
16246,「............,,「…………
16247,Aozaki ?」,,蒼崎？」
16273,"Le visage de profil d'Aoko, qui parlait d'un air vexé, avait quelque chose d'effrayant.",,
16326,"Dans la vie, ton principal spectateur, ce n'est nul autre que toi-même. Voilà pourquoi on ne peut jamais baisser sa garde.」",,生きてく上で一番の観客っていうのはね、他ならぬ自分自身なのよ。だから人生っていうのは油断ならないんじゃない」
16343,"Tel un pénitent, il se sentait submergé par un indéfinissable sentiment<r>d'impuissance.",,Pour forcer le retour à la ligne
16407,"「Je sais vaguement à quel point la vie en montagne peut être rigoureuse. Moi-même, dans ma jeunesse, j'y ai eu un accident à cause d'une petite faute d'inattention.",,
16450,"「Voilà, c'est ça. S'il y a bien une chose dans laquelle tu excelles, c'est cette adaptabilité.",,「ほら、そこです。君に勝れた部分があるとしたら、その順応性です。
16452,"Alors que tu t'habituais à peine à cette vie remplie de bon sens, tu t'es retrouvé impliqué avec les anomalies que sont Aoko et Alice. Et pourtant, tu as conservé ta routine.",,ようやく慣れた常識の中で、青子たちという非常識と関わっても暮らしていけた事。
16457,"Pouvoir naturellement se fondre dans le paysage ou entre les arbres est une qualité magnifique, mais ne pas avoir d'égo implique ne pas avoir d'endroit à soi.",,風景に溶けこむ自然さは素晴らしい人徳ですが、自我がないという事は、居場所がないという事ですから。
16459,"「Cela dit, le fait que Yuika soit incapable de te voir allait au-delà de toute prédiction.",,「唯架にまで見えない、というのは予想以上でしたが。
16465,"Et par la même occasion, tu as vu en Aoko ce que tu ne pourras jamais obtenir.」",,そして同時に、貴方は青子に、自分ではどうしても手に入れられないものを見てしまった」
16478,"Me voilà gêné. Les mots ne suffisent pas à expliquer ce genre de chose...... Enfin, je ne réponds pas au titre de prêtre pour rien. Je vais me faire porte-parole et changer d'angle d'attaque.",,まいりましたね。こういう事は言葉を尽くすほど実感が湧かないものですが……ま、私も神父と呼ばれる身です。少し切り口を変えて代弁してみましょう。
16522,"―――Cependant, elle a rejeté ma proposition sans hésitation.",,―――しかしまぁ、躊躇なくフられました。
16576,et pourquoi avait-il résolu les problèmes d'autrui sans que personne ne le lui demande ?,,
16599,la sœur le retint avec sa seule voix.,,
16647,,0,
16648,,0,
16741,"Pour lui, la notion de bien et de mal se basait simplement sur “l'attirance” et “le dégoût”.",,彼にとっての良し悪しの基準は、単純に「格好いい」か「格好悪い」か。
16742,"Les passe-temps, l'apparence ou le sexe de la personne avaient peu<r>d'importance.",,Pour forcer le retour à la ligne
16768,"「Eh bien, si cette idée stupide a pu germer dans son esprit, c'est<r>que―――」",,Pour forcer le retour à la ligne
16863,pendant qu'Aoko attaquait Tōko par surprise avec le soutien du<r>“miroir”.,,Pour forcer le retour à la ligne
16882,"Tout ceci ne m'importe plus vraiment. Je les désire, mais si j'atteins la Source, je pourrai obtenir les deux moi-même.",,
16892,"On pouvait même affirmer que si cette ville disparaissait à cause de l'activation de la Vraie Magie, cela ne lui ferait ni chaud ni froid.",,
16925,「<[swel]|Sow>―――」,,
16927,Mais les empreintes d'Aoko s'arrêtèrent subitement avant qu'elle ne<r>l'achève.,,
16934,「<[swel]|Sowilo>―――!」,,
16953,C'était un <sort de haut niveau à quatre versets|Force To Fourth> qui nécessitait l'activation<r>du Sceau Magique.,,
16956,「―――<[eywz]|Eihwaz> !」,,
16958,"Eihwaz dissipa le sort d'invisibilité qui avait dissimulé Aoko, puis Tōko ferma les yeux.",,
16965,"De là où Tōko se situait, son champ de vision se séparait en deux et elle ne pouvait déterminer la position de sa sœur cadette......!",,橙子の位置からでは視界が二つに別けられ、正面の像を視認できない……！
16988,"「<Forme Balle de prana|Tour Plan>, <Tir Convergeant|Starmine>―――Circuit, feu.........!!!!」",,
17072,elle se sentit stupide de visiter cet endroit sans apporter la moindre réponse.,,
17114,,1,
17190,Les différences se résumaient à l'apparition du jardin de fleurs<r>et―――,,Pour forcer le retour à la ligne
17219,"「―――<Circuit|Turbine>, <Connexion|Set>.」",,
17225,"Elle dépassait clairement celle de la circulation sanguine, et<r>surtout―――",,Pour forcer le retour à la ligne
17230,"De son côté, Aoko ne se souciait guère des préparatifs de Tōko et ne daigna même pas lever le bras pour ajuster sa cible.",,対して、青子は意にも介さず、照準を合わせる為に腕をあげる事もなく、
17243,"「<[ansz], [swel], [ingz]|Ansuz Sowilo Ingwaz> !」",,
17334,"Tu sais Alice, je croyais être incapable de trouver ce genre de chose.",,けれどね、有珠。そんな物は、見つからないって思っていたんだ。
17361,"Si elle garda un instant le silence, ce n'était pas parce qu'elle détestait Sōjūrō, mais probablement parce qu'elle se montrait attentionnée à sa<r>façon.",,
17413,Les lames de tonnerre furent repoussées par les balles de prana à la manière d'une bourrasque de vent.,,飛び交う電刃を、暴風の如き魔弾が叩き伏せる。
17454,,0,
17476,"「―――<Axe subjectif|Main>, <Fixé|Set>.」",,
17512,,0,
17527,"Tu comptes imposer cette dette à l'humanité qui est déjà dans une impasse, avec l'extinction de l'univers qui arrivera dans plusieurs centaines de milliards d'années ?!",,
17528,,0,
17533,"「J'y penserai le moment venu ! La prochaine fois, j'enverrai le temps emprunté dans le passé ! De cette façon, tu n'auras plus de quoi te plaindre, hein ?!",,「その時はその時で、今度は負債を過去に送ってやるわよ！　それなら文句ないんでしょう！？
17534,,0,
17547,"「Tu n'as pas à me le dire, je le sais !",,「言われなくても分かってる！
17555,,0,
17594,「............,,
17595,"Je pensais en fumer une dernière, mais malheureusement, je les ai toutes finies pendant que je t'attendais.",,
17596,La faute aux cigarettes japonaises. Elles sont trop bonnes.」,,日本の煙草は旨すぎていけない」
17692,,1,
17693,,1," Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
17731,Aoko répondit malgré elle au murmure sarcastique de Tōko.,,皮肉げな呟きに、青子はついそんな返答をしてしまった。
17738,Alors ? Que vas-tu faire de moi ? Tu vas le laisser me tuer ou<r>m'épargner ?」,,
17783,,1,
17805,"D'après ce que j'ai entendu, Aozaki lui a lancé une malédiction qu'elle ne pourra pas dissiper facilement. Du coup, elle ne pourra plus revenir dans la ville de Misaki pendant dix ans.",,蒼崎が言うにはそう簡単に解呪できない呪いをかけたから、むこう十年は三咲市には入ってこれないって。
17841,Alice prononça quelques paroles inhumaines avant de se mettre en marche sans un bruit.,,わりと非道な事を言って、有珠は歩きだした。
17881,"「Je vois. Si Aoko l'apprenait, je n'aimerais pas être à ta place.」",,「そう。青子が聞いてたら大変ね」
17895,"Dans la forêt, le jeune chevalier rentrait au château après avoir secouru la Belle au bois dormant sans avoir eu pour autant le courage de<r>l'embrasser.",,
17942,"Tōko acquiesça, satisfaite par la vitesse de déduction de son<r>adversaire.",,
17944,"En réalité, il vaudrait mieux le graver sur la chair comme vous. L'activation d'un sort ne demande alors qu'une<r>action.",,
17973,"Il faut une heure pour se rendre en ville. Je n'étais qu'en cinquième à<r>l'époque. J'y suis allée, l'appel du ventre étant plus fort que moi. Mais il n'y avait pas une seule pizzeria. Du coup, je suis rentrée toute chancelante.」",,
17979,"Lorsque j'ai regardé dehors, j'ai remarqué qu'une vache et trois poules avaient disparu et j'ai compris que l'échange équitable, le labeur et les problèmes d'argent n'avaient aucune place dans le cerveau de cette<r>fille !」",,
17982,"On peut facilement obtenir le même résultat avec une Aria d'un verset de gematria, mais comme tu es obsédée par les incantations, tu n'as obtenu qu'un Automate qui n'est même pas capable de voler, triple<r>idiote !」",,あんなの、ゲマトリア一節分の詠唱で同じ効果を出せるのに、あくまで呪術にこだわるから空も飛べない人形になるのよ、バカ姉貴っ！」
17985,Tōko fronça légèrement les sourcils suite aux injures de sa sœur<r>cadette.,,
18055,"Elle faisait semblant de nous prendre à la légère, mais en réalité, elle était sérieuse depuis le début.」",,甘く見ていたフリで、初めから、余裕なかったんだ」
18060,,1,
18082,La résistance était similaire à celle qu'elle avait ressentie en détruisant<r>l'Automate.,,Pour forcer le retour à la ligne
18091,,0,
18106,,2,
18140,"S'il était essoufflé et tendu, c'était de sa propre faute.",,呼吸が速いのも、力が入っているのも、偏に自分の責任だ。
18203,,1," Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
18236,「..................,,「………………
18237,Espèce... d'idiot.」,,この、ばか」
18276,"Il était toujours aussi suffisant, mais sa voix tremblait sous le coup de<r>l'irritation.",,Pour forcer le retour à la ligne
18296,,0,
18307,Le simple fait qu'il se soit changé en bête relevait déjà du cauchemar.,,
18334,Le loup-garou s'élança vers Sōjūrō avec ces quatre mots pour seul<r>signal.,,
18421,"Cette douleur, cette situation, tout n'est que<r>mensonge.",,
18442,,16,réduire l'espacement pour aligner la prochaine lgine à droite
18446,,16,réduire l'espacement pour aligner la prochaine lgine à droite
18530,"「Comment ça, “quoi”...... Est-ce que tu réalises ce que tu viens de<r>faire ?」",,
18542,「――――――,,「――――――
18543,Hein ?」,,は？」
18550,"Maintenant qu'elle y pensait, la formulation employée avait été curieuse.",,
18602,Recourir au poing implique d'en payer le prix en retour. D'autant plus face à un loup-garou.,,拳を振るうのなら相応の負担がある。まして相手は人狼。
18642,"Si ce coup de coude, qui aurait dû être repoussé par la fourrure du loup-garou, avait été fatal, c'était entièrement grâce à leur premier<r>contact.",,
18669,"Ce n'était pas dû au talent, mais à un genre de ténacité, voire de<r>rancune.",,
18716,"『Si je coopère avec toi pour qu'on se débarrasse d'elle, tu<r>m'épargneras ?』",,
18719,...... Aoko était pourtant persuadée que cette promesse ne concernait<r>qu'elle.,,
18740,"“C'est vrai”, dit Sōjūrō sur un ton réjoui, en réponse au grommellement<r>d'Aoko.",,Pour forcer le retour à la ligne
18789,"Mais plus qu'une distance concrète, il s'agissait d'une rupture<r>relationnelle.",,
18796,――――――,,――――――
18797,J'ai vraiment été naïve.」,,本当に、甘かった」
18842,L'expression détendue de Sōjūrō s'assombrit avec l'entrée en scène<r>d'Aoko.,,
18858,"Sōjūrō regardait également la jeune fille, d'un air franchement<r>récalcitrant.",,
18934,"À mesure qu'ils approchaient de la montagne, les ténèbres<r>s'épaississaient.",,
18939,Le chemin dont on ne voyait pas le bout s'étirait indéfiniment.,,ゴールの見えない道は延々と続いている。
18942,La jeune fille marchait sans un mot et affichait une expression<r>impassible.,,
18951,「Je ne te l'ai pas dit ? Je ne ferais que perdre mon temps inutilement si je marchais seule sur un chemin désert. Je voulais une personne avec qui discuter pour tuer le temps.」,,「言わなかった？　こんな何もない道をひとりで歩くのは時間の無駄でしょ。退屈しのぎに話し相手がほしかったの」
18956,"Aoko avait tenté à sa façon d'endurer le silence que seuls leurs bruits de pas brisaient, mais elle finit par atteindre ses limites et commença à parler.",,
19001,"「Eh bien, personne n'est revenu après avoir atteint la Source. Et ce dans le monde entier.",,「根源に触れて、帰ってきた者は一人もいないの。世界規模でね。
19008,「C'est simple. Ces personnes-là ont dû devenir des dieux une fois à<r>l'intérieur.」,,Pour forcer le retour à la ligne
19010,comme si elle parlait d'une histoire quelconque ou de la météo de la<r>veille.,,
19035,"「Dis-moi, Aozaki, que voulais-tu dire quand tu parlais de la changer en grenouille...」",,「そういえば。カエルにするって、いったい……」
19049,"Et apparemment, j'ai eu recours à cette méthode.",,私がやったのは、その再編成の方みたい。
19114,"Mais ce n'est pas comme si tu allais disparaître, pas vrai ? Après les vacances de Noël, on se reverra à l'école.」",,でも蒼崎が消えるわけじゃないんだろう？　冬休みが終われば、また学校で会えるじゃないか」
19135,,1," Espace obligatoire, en jeu cette phrase est directement collée à la précédente"
19156,............,,…………
19157,Je n'avais pas poussé la réflexion aussi loin.」,,そこまでは、考えていなかった」
19183,「La vie en montagne n'a rien de spécial.,,「山での暮らしは、別に、どうという事はない。
19184,"Chaque jour ressemblait au précédent, et j'apprenais encore et encore les mêmes choses.",,毎日同じ事を繰り返して、毎日同じ事を教えられた。
19197,"Une fois, j'ai même découvert le corps d'une connaissance au pied d'une falaise, quelque temps après sa disparition.」",,見なくなってしばらくした後、崖の下で見覚えのある遺体を見付けた事もあった」
19201,"「...... En montagne, personne ne songeait à voler qui que ce soit.",,「山では、誰も他人から奪うことを考えなかった。
19202,"Lorsque je cherchais quelque chose à me mettre sous la dent, il n'y avait que les chiens et les ours qui représentaient un danger, jamais les hommes.",,口にできるものを探す時、気をくばる相手は犬だの熊だのだけで、人を気にする事はなかったんだよ。
19203,"Maintenant, c'est plutôt le contraire.",,今は、その逆になりつつあるけど。
19267,,1,
19271,,10,
19290,,0,
19293,C'est à croire que je ne suis jamais gentille.」,,まるで、普段から優しくないみたいじゃない」
19356,alors ses pensées se porteraient probablement vers le futur lorsqu'elle<r>l'ouvrirait.,,Pour forcer le retour à la ligne
19358,"...... La scène qui l'attendait à l'intérieur avait quelque peu changé, mais cela restait l'image chaleureuse et coutumière dont elle gardait le<r>souvenir.",,
19404,"Et ce jour-là, tous les éléments avaient convergé vers le même résultat.",,
19524,「――――――,,「――――――
19525,Aozaki.」,,蒼崎」
19562,"「Tu vois, Aozaki, en montagne, on a vraiment l'impression de pouvoir toucher les étoiles. On sait que c'est impossible, et pourtant, elles ont l'air si proches qu'on croirait pouvoir les saisir si l'envie nous en prenait.",,「山ではね、蒼崎。星は本当に手が届きそうなんだ。届かないのは分かっていても、望めば掴めそうなぐらい近いのに。
19570,"Mais un jour, c'est probablement la montagne que je comparerai à la ville. Parce que je vis ici maintenant.」",,でも、いつか比べるのは街になってしまうんだろう。自分は、こっちに下りてきてしまったんだから」
19648,"En considérant la formidable collection de cette bibliothèque, les chances de le retrouver auraient été plus minces en le mêlant aux livres des étagères, mais je préférai respecter ses efforts charmants et feindre<r>l'ignorance.",,Pour forcer le retour à la ligne
19671,"et au pull bleu qui a fait ses débuts au lycée,",,
19672,mais qui s'est fait voler la vedette par la véritable héroïne :,,
19678,accompagnés de Robin the Crook.,,
19681,,2,alignement saynète
19682,"Comme elle v'nait pas aux studios alors qu'c'était<ra>l'heure,",2,alignement saynète
19683,,1,retour à la ligne supprimé
19684,"C'est juste une inversion de perspective,",2,
19685,"vous voyez ? Si l'invité n'vient pas, il n'y a qu'à",2,
19686,"venir faire l'émission dans sa chambre, non ?",2,
19687,"...... C'est bon, alors dépêche-toi de commencer. Finis ça",,
19688,"le plus rapidement possible, et va-t'en plus vite que la lumière.",,retour à la ligne saynète
19691,,8,
19692,,8,
19694,,7,alignement saynète
19695,"La richesse du langage humain est incroyable. Honnêtement, c't'à 90 %",0,alignement saynète
19696,impossible de savoir c'que moi ou mon interlocuteur voulons exprimer.,0,retour à la ligne saynète
19698,"Moi aussi, je partage cette opinion.",,
19705,C'est un cours simple pour les nouveaux venus<ra>n'ayant aucune idée de c'qu'est la Magie.,,
19706,Voilà c'qu'est “Tout sur les Ploy”.,,
19707,"Donc, c'est quoi ces “familiers”, Mam'zelle Alice ?",,
19710,,6,
19711,,6,
19712,"Depuis les temps anciens, la principale occupation des Mages est de s'enfermer dans leur Atelier pour mener à bien leurs études. Ils laissent à ceux en qui ils ont confiance la tâche de collecter des matières premières, observer le monde extérieur ou exterminer leurs ennemis.",,
19715,,2,alignement saynète
19716,"Un disciple est le successeur qui hérite des techniques du maître<ra>et se doit de les maîtriser, n'est-ce pas ?",2,retour à la ligne saynète
19717,,2,alignement saynète
19718,et ces derniers ne prendraient pas de disciples<ra>s'il en était autrement.,2,alignement saynète
19719,"À l'inverse, les familiers reçoivent l'intégralité<ra>de leurs capacités à leur naissance.",,
19720,Il n'y a aucun sens à ce qu'un être incapable d'évoluer<ra>devienne le successeur d'un Mage.,,
19721,"J'vois. J'comprends mieux. C'pour ça que malgré les années<ra>qui passent, ma capacité de mémorisation n'augmente pas.<ra>Mais ça veut aussi dire que j'suis parfait depuis ma naissance.",4,
19722,Oui. Tu es parfaitement inutile.,12,alignement saynète
19723,,4,alignement saynète
19724,"En effet, une grande partie des types de familiers requièrent<ra>d'être alimentés en prana par leur maître.",4,alignement saynète
19725,"Plus le familier est gros, plus il a besoin de prana. C'est pour cela que",,
19726,"les petits animaux sont privilégiés, car ils consomment peu de prana et<ra>sont capables dès leur création de subvenir eux-mêmes à leurs besoins.",,
19727,"? Pourtant, j'ai jamais chassé ou fait un truc du genre.",0,alignement saynète
19728,J'ai pas besoin de protéines ou de fibres alimentaires ?,0,alignement saynète
19729,"Les Ploy sont une catégorie à part. Bref, pour les Mages, les familiers",0,alignement saynète
19730,sont des “serviteurs” ou des “animaux de compagnie” à leur service.,0,alignement saynète
19731,"Ainsi, on prend en général un chat, un oiseau ou une souris comme familier.",,
19732,"Mam'zelle Alice,<ra>cette machine effrayante,",4,
19733,ça entre dans quelle catégorie ?,4,
19734,,4,
19735,,4,
19736,"...... Sa conception même est très éloignée des normes<ra>traditionnelles des familiers. De la même façon,",,
19737,les familiers possédant une intelligence compatible,,
19738,avec les humains comme toi sont aussi des exceptions.,,
19739,Mais les familiers de ce genre ne sont qu'un immense gâchis d'énergie.,0,
19740,"Leur coût en prana est juste trop grand. En général, le Mage gagnerait",0,
19741,à faire le travail lui-même ou à utiliser des ressources plus abordables.,0,alignement saynète
19742,"En d'autres termes,",4,
19743,"la fin ne justifie pas les moyens, hein.",4,
19744,"Hm ? Quelque part, ça veut dire que le familier<ra>est toujours plus faible que le Mage, hein.",8,
19745,,8,
19746,"Ouaah, ils sont vraiment inutiles !",8,うは、マジ使えないヤツらッスー！
19747,"Voilà une conclusion hâtive typique de toi, Robin.",4,alignement saynète
19748,,4,alignement saynète
19749,,4,alignement saynète
19750,"Mam'zelle Alice. Vos paroles sont merveilleuses,",4,alignement saynète
19751,mais pourquoi votre visage fait peur ?,4,alignement saynète
19752,"Même s'il ne lui donne que 10% de ses propres capacités,",4,
19753,il est très facile pour un Mage de créer un familier<ra>plus “fort” que lui-même.,4,本人より“強い”使い魔を造る事は簡単よ。
19754,"Tiens, pourquoi ne pas essayer de t'enfoncer",4,alignement saynète
19755,un derringer dans le ventre la prochaine fois ?,4,alignement saynète
19756,,4,
19757,mais il y a de fortes chances que tu puisses<ra>au moins faire peur à l'ennemi.,4,
19758,,2,alignement saynète
19759,,1,alignement saynète
19760,J'ai l'intuition que j'aurai<ra>un grand rôle à jouer à Noël......!,1,retour à la ligne supprimé
19762,Je me demande si tu seras utilisé en tant que telle<ra>à cette occasion ?,,
19763,Vous êtes drôlement sévère.,,
19765,,4,alignement saynète
19766,,4,alignement saynète
19767,"Hm ? En dehors de vous, toute-puissante Mam'zelle Alice,",,
19770,,4,
19771,,4,
19772,"En premier lieu, elle ne sait que détruire ! Si elle",4,alignement saynète
19773,"donnait le seul don qu'elle possède à un familier,",4,alignement saynète
19774,sa raison d'être se briserait en mille morceaux.,4,存在意義も跡形もなく壊れてしまうわ。
19775,Ha ha ha.,4,
19776,Vous n'mâchez pas vos mots.,4,
19777,Un familier serait inutile au combat pour Aoko.,4,retour à la ligne saynète
19778,,4,
19779,,4,
19780,,4,
19781,,4,
19782,"Pour faire une comparaison avec les échecs...... non, avec le shogi,",4,
19783,"non, avec le shogi, Aoko n'est que le camp du roi<ra>(avec les capacités du fou et de la tour).",4,retour à la ligne saynète
19784,"Quant à moi, mon camp est fort, mais le roi<ra>lui-même n'a que la capacité de “marcher”.",4,わたしは陣営こそ強力だけど、王将自体が「歩」の^能力しかない、というイメージね。
19785,,4,
19786,,4,
19787,"Elle peut à peine faire la nage du chien en natation,",2,alignement saynète
19788,et ne sait faire ni de la barre fixe ni du vélo.,2,alignement saynète
19789,"Aux heures de sport, sa tâche est facile :<ra>rester assise à la lisière du campus.",4,体育の時間は校庭のはじっこで座っているだけのカ^ンタンなお仕事。
19790,Mais c'est pas grave !,,
19791,"Si j'sais tout ça, c'est parce que je vous file pour prendre des photos !",,
19795,"Même moi, il m'arrive parfois de courir un peu.",,わたしだって、走るだけなら少しはこなせるわ。
19800,"Cette fois aussi, on va commencer la leçon ici,",,今回はここ、アリスさんが指定した
19804,,2,alignement saynète
19805,Je me demande si tu es bien conscient<ra>de ton rôle d'interprète.,2,alignement saynète
19817,,2,alignement saynète
19818,,2,alignement saynète
19819,,2,alignement saynète
19823,"Il ne faut pas tomber dans la routine, non ? Même si c'est le coin",2,alignement saynète
19824,"bonus, ce n'est pas une raison pour réutiliser les mêmes décors.",2,alignement saynète
19825,C'est contraire à mon éthique. On n'est pas dans un certain dojo.,2,alignement saynète
19829,"Mais perso, j'préfère plutôt les jupes aux blouses. Celles qui ressemblent à<ra>des robes, elles sont divines. Enfin, c'est pas que les blouses c'est moche,<ra>c'est juste un problème d'image. Est-ce qu'elles rendent bien en peinture ?",,
19830,"Vous voyez “La forêt, l'oiseau et la fillette” ? Ou “L'oiseau et l'élève de maternelle”, où l'enfant a une telle présence qu'on en oublie l'oiseau.",,
19831,Zut. J'étais en pleine préparation<ra>de pâtisseries.,4,alignement saynète
19832,,4,
19833,,4,
19837,,0,
19838,"Dès que j'ai le temps, je fais des Ploy.",0,retour à la ligne saynète
19842,"En fait, cette odeur, c'est du chocolat ?",4,alignement saynète
19843,Pas possible......,4,alignement saynète
19844,Les Ploy étaient des pâtisseriesーーーー?!,4,alignement saynète
19845,"...... Toi alors. Tu es un Ploy, et pourtant, tu ne connais pas",,
19846,"leur mécanisme ? Je ne voulais pas le reconnaître,",,
19847,"mais en fin de compte, tu n'es vraiment qu'un oiseau ?",,
19848,,4,
19849,,4,
19850,,4,
19854,C'est comme je l'ai expliqué<ra>dans l'histoire principale.,2,alignement saynète
19855,,2,alignement saynète
19856,Voilà qui réduit à néant l'intérêt de c'coin bonus.,,retour à la ligne saynète
19857,,4,alignement saynète
19858,Non.,,
19859,Mais j'voudrais au moins avoir un résumé.,,
19860,"À ce rythme, c't'partie va être pire qu'un certain dojo !",,
19861,............... Je préférerais éviter cela.,2,
19862,Dans ce cas......,2,
19863,"Voici l'orthographe de Ploy Kickshaw. En soi, ça donne",,
19864,déjà une assez bonne explication. Qu'en penses-tu ?,,retour à la ligne saynète
19870,C'est aussi dans le sens d'excentri――,,
19871,,4,alignement saynète
19872,,4,alignement saynète
19873,,4,alignement saynète
19881,Je suis trop scrupuleuse pour l'exhiber devant l'Association des Mages<ra>afin d'en obtenir des privilèges et de l'argent.,,魔術協会に公開して権利と利益を得る、なんて低俗^な事はしていないから。
19890,Qu'entends-tu au juste<ra>par Meinster ?,,
19891,My Godness. La mère de Mam'zelle Alice.,0,alignement saynète
19892,Elle avait des surnoms comme la Sorcière au sang pur.,0,alignement saynète
19899,,2,alignement saynète
19900,,2,alignement saynète
19901,,2,alignement saynète
19902,...... C'est incroyable.,,
19903,Elle avait vraiment une âme d'enfant.,,
19904,"Ha ha ha, qu'est-ce que vous racontez.",4,
19905,Vous qui vous réveillez systématiquement,4,
19906,"dès que l'idiot rentre à la maison,",4,
19907,vous n'avez rien à lui envi...,1,
19908,Guah ?!,1,ぐぼぁ!?
19911,"Alors Robin, occupe-toi de la réservation au restaurant.",4,
19912,"Quand tu auras fini, réchauffe le chocolat.",4,
19913,"Et après, tu poliras le miroir.",4,
19914,Et ensuite...... voyons. Écrase-toi contre,,
19915,un poteau électrique et meurs de façon théâtrale.,,retour à la ligne saynète
19918,C'est le genre de mon personnage.,2,
19919,,2,
19920,,2,
19921,Brûler des calories,2,貴方のような
19922,toutes les cinq secondes,1,××を罵るのに
19923,pour injurier quelqu'un d'aussi xxx que toi.,2,
19924,,2,
19925,C'est terrible !,4,
19926,"Ça veut dire que j'ai moins de valeur qu'un caramel Glico, hein !",4,
19928,,4,alignement saynète
19929,,1,alignement saynète
19930,,1,alignement saynète
19931,,1,alignement saynète
19932,,4,
19933,,4,
19934,J'me suis fait avaler tout rond en un instant.,2,alignement saynète
19935,,2,alignement saynète
19936,,2,alignement saynète
19937,Chef.,,
19938,Une assiette de thon trois variétés.,,
19939,,4,alignement saynète
19940,,4,alignement saynète
19941,,6,alignement saynète
19944,chūtoro et ōtoro.,,
19945,"Trois couleurs ensanglantées. Comme l'drapeau d'la France, quoi.",2,"alignement saynète, supprime ""national"""
19946,"Faute d'argent, j'me contenterai d'oeuf, de poulpe et d'inari-zushi.",2,alignement saynète
19947,Chef.,4,
19948,Une autre assiette de chūtoro.,4,
19949,,4,
19950,,4,
19951,,4,
19952,Chef.,4,
19953,Une autre assiette d'ōtoro.,4,
19954,,4,
19955,,4,
19956,,4,
19957,,4,
19958,Chef. Une autre assiette d'ōtoro.,4,
19959,,0,alignement saynète
19960,,0,alignement saynète
19961,,0,alignement saynète
19967,Mais il risque d'être rapidement à sec.,,
19968,Faut dire qu'son portemonnaie n'est pas bien rempli.,,
19970,,4,
19971,,4,
19972,,4,
19975,"Non non, rien.",,
19976,"La proprio détient l'autorité absolue, après tout.",,
19977,Qui pourrait s'opposer à vous dans ce manoir ?,,
19978,,0,alignement saynète
19979,,0,alignement saynète
19980,,2,alignement saynète
19981,,2,alignement saynète
19982,,2,alignement saynète
19985,par paire avec la grâce d'un joueur de Mahjong.,,
19991,,2,alignement saynète
19995,,12,alignement saynète
19999,,12,alignement saynète
20000,,4,
20001,,4,
20002,"Nous sommes les chouchous de notre maîtresse, pouvant nous métamorphoser à volonté, Six Force !",2,
20003,Des Ploy de haut niveau capables de se<ra>changer en mammifères ou en oiseaux !,4,alignement saynète
20004,,4,
20006,On est dans le noir complet !<ra>On ne va pas pouvoir jouer !,,alignement saynète
20007,Ayaaaーーー!!,,
20008,"Sans observateur, la face du dé restera un mystère !",,
20009,Le jeu ne sera pas fini que le jaune d'œuf aura déjà tourné !,,
20010,,4,
20011,,4,
20014,,4,
20015,,4,
20016,,4,
20017,,4,
20018,selon le chiffre obtenu en lançant les dés.,4,
20019,"La société humaine a une influence néfaste sur eux,",2,
20020,ce qui les rend vulnérables à la Magie normale.,2,alignement saynète
20021,,4,
20024,"Ce n'est pas impossible, vous être juste trop",,
20030,Le Banquet de la nuit est arrivé.,4,alignement saynète
20031,,0,alignement saynète
20032,"Moi aussi, je connais sa comptine.",0,alignement saynète
20033,Ça montre à quel point elle est célèbre.,0,alignement saynète
20034,,7,alignement saynète
20035,,8,alignement saynète
20036,,8,alignement saynète
20038,,6,alignement saynète
20039,C'est une comptine typique de Mother Goose.,,
20040,"Les paroles parlent d'un chat jouant du violon à minuit,",,alignement saynète
20041,"d'une vache qui saute par-dessus la lune, d'un chien qui rit,",,
20042,et des personnifications d'un plat et d'une cuillère qui s'enfuient.,,
20043,"Selon une théorie, elle s'inspire d'une légende grecque ou égyptienne.",0,alignement saynète
